N,dt_s,t_hours,rms_dw_kgm3,max_dw_kgm3
400,60.0,100.0,0.000558821457145442,0.0012058291912495633
400,60.0,300.0,0.00045078915447888346,0.0006387306707935636
400,60.0,1000.0,0.0006195718144215286,0.0008267549021212517
